,Date,Average
0,2019-01-31,44745481.61
1,2019-02-28,
2,2019-03-31,
3,2019-04-30,
4,2019-05-31,29270455.74
5,2019-06-30,45350464.61
6,2019-07-31,43095987.11
7,2019-08-31,43398401.61
8,2019-09-30,44296403.61
9,2019-10-31,42622287.21
10,2019-11-30,42091321.61
